"Ano";"Mês";"Países";"Código CUCI Grupo";"Descrição CUCI Grupo";"Valor US$ FOB"
"
2024";"10. Outubro";"
Estados Unidos";"
652";"
Tecidos de algodão, telas (não incluindo as fitas ou especiais)";"297119"
"
2024";"10. Outubro";"
Estados Unidos";"
653";"
Tecidos, tramas, de matérias têxteis sintéticas ou artificiais (não incluídas as fitas ou especiais)";"1061227"
"
2024";"10. Outubro";"
Estados Unidos";"
654";"
Outras obras têxteis";"181223"
"
2024";"10. Outubro";"
Estados Unidos";"
655";"
Tecidos de malha (incluindo tecidos tubulares de malha, veludos e tecidos abertos)";"215601"
"
2024";"10. Outubro";"
Estados Unidos";"
656";"
Tules, rendas, bordados, fitas, guarnições e armarinhos";"101128"
"
2024";"10. Outubro";"
Estados Unidos";"
657";"
Fios especiais, tecidos especiais e produtos relacionados";"3789842"
"
2024";"10. Outubro";"
Estados Unidos";"
658";"
Artigos confeccionados, total ou principalmente de matérias têxteis";"523676"
"
2024";"10. Outubro";"
Estados Unidos";"
659";"
Revestimentos de piso";"212162"
"
2024";"10. Outubro";"
Estados Unidos";"
661";"
Cal, cimento e materiais de construção fabricada (exceto materiais de vidro e barro)";"205428"
"
2024";"10. Outubro";"
Estados Unidos";"
662";"
Materiais de construção de argila e materiais de construção refratários";"480956"
"
2024";"10. Outubro";"
Estados Unidos";"
663";"
Outros artigos de materiais minerais";"9114164"
"
2024";"10. Outubro";"
Estados Unidos";"
664";"
Vidro";"3209041"
"
2024";"10. Outubro";"
Estados Unidos";"
665";"
Vidraria";"302613"
"
2024";"10. Outubro";"
Estados Unidos";"
666";"
Olaria";"9697"
"
2024";"10. Outubro";"
Estados Unidos";"
667";"
Pérolas e pedras preciosas ou semipreciosas, em bruto ou trabalhadas";"894661"
"
2024";"10. Outubro";"
Estados Unidos";"
671";"
Ferro-gusa, spiegel, ferro-esponja, grânulos e pó de ferro ou aço e ferro-ligas";"181237"
"
2024";"10. Outubro";"
Estados Unidos";"
672";"
Produtos semi-acabados, lingotes e outras formas primárias de ferro ou aço";"5378"
"
2024";"10. Outubro";"
Estados Unidos";"
673";"
Produtos laminados planos de ferro ou aço não ligado, não folheados ou chapeados, ou revestidos";"45868"
"
2024";"10. Outubro";"
Estados Unidos";"
674";"
Produtos laminados planos de ferro ou aço não ligado, folheados ou chapeados, ou revestidos";"440023"
"
2024";"10. Outubro";"
Estados Unidos";"
675";"
Produtos laminados planos, de ligas de aço";"7624900"
"
2024";"10. Outubro";"
Estados Unidos";"
676";"
Barras de ferro e aço, barras, cantoneiras e perfis (incluindo estacas-prancha)";"2371834"
"
2024";"10. Outubro";"
Estados Unidos";"
677";"
Trilhos ou elementos de vias férreas, de ferro ou aço";"8641"
"
2024";"10. Outubro";"
Estados Unidos";"
678";"
Fios de ferro ou aço";"1141778"
"
2024";"10. Outubro";"
Estados Unidos";"
679";"
Tubos e perfis ocos, e acessórios para tubos, de ferro ou aço";"9137803"
"
2024";"10. Outubro";"
Estados Unidos";"
681";"
Prata, platina e outros metais do grupo da platina";"2562929"
"
2024";"10. Outubro";"
Estados Unidos";"
682";"
Cobre";"1858934"
"
2024";"10. Outubro";"
Estados Unidos";"
683";"
Níquel";"1570036"
"
2024";"10. Outubro";"
Estados Unidos";"
684";"
Alumínio";"5411818"
"
2024";"10. Outubro";"
Estados Unidos";"
685";"
Chumbo";"19847"
"
2024";"10. Outubro";"
Estados Unidos";"
686";"
Zinco";"261254"
"
2024";"10. Outubro";"
Estados Unidos";"
687";"
Estanho";"28155"
"
2024";"10. Outubro";"
Estados Unidos";"
689";"
Metais não-ferrosos diversos empregados na metalurgia e cermets";"1534588"
"
2024";"10. Outubro";"
Estados Unidos";"
691";"
Estruturas e partes de estruturas, de ferro, aço ou alumínio";"326672"
"
2024";"10. Outubro";"
Estados Unidos";"
692";"
Recipientes de metal para armazenamento ou transporte";"928039"
"
2024";"10. Outubro";"
Estados Unidos";"
693";"
Produtos de fiação (excluindo fiação elétrica isolados) e grelhas de esgrima";"1309016"
"
2024";"10. Outubro";"
Estados Unidos";"
694";"
Pregos, parafusos, porcas, parafusos, rebites e semelhantes, de ferro, aço, cobre ou alumínio";"15627730"
"
2024";"10. Outubro";"
Estados Unidos";"
695";"
Ferramentas para uso manual ou em máquinas";"4305188"
"
2024";"10. Outubro";"
Estados Unidos";"
696";"
Talheres";"1316291"
"
2024";"10. Outubro";"
Estados Unidos";"
697";"
Equipamentos domésticos de metais comuns";"188400"
"
2024";"10. Outubro";"
Estados Unidos";"
699";"
Obras de ferro ou aço e outros artigos de metais comuns";"27919627"
"
2024";"10. Outubro";"
Estados Unidos";"
711";"
Caldeiras de geradores de vapor, caldeiras de água sobreaquecida, aparelhos auxiliares e suas partes";"105691"
"
2024";"10. Outubro";"
Estados Unidos";"
712";"
Turbinas a vapor e outras turbinas a vapor e suas partes";"193863"
"
2024";"10. Outubro";"
Estados Unidos";"
713";"
Motores de pistão, e suas partes";"45675231"
"
2024";"10. Outubro";"
Estados Unidos";"
714";"
Motores e máquinas não elétricos, e suas partes (exceto motores de pistão e geradores) ";"641756243"
"
2024";"10. Outubro";"
Estados Unidos";"
716";"
Geradores elétricos giratórios e suas partes";"22745027"
"
2024";"10. Outubro";"
Estados Unidos";"
718";"
Máquinas de geração de energia e suas partes";"21022507"
"
2024";"10. Outubro";"
Estados Unidos";"
721";"
Máquinas agrícolas (com exceção dos tractores) e suas partes";"14158833"
"
2024";"10. Outubro";"
Estados Unidos";"
722";"
Tratores";"3835447"
"
2024";"10. Outubro";"
Estados Unidos";"
723";"
Instalações e equipamentos de engenharia civil e contrutores, e suas partes";"32382562"
"
2024";"10. Outubro";"
Estados Unidos";"
724";"
Máquinas têxteis e para couro e suas partes";"797465"
"
2024";"10. Outubro";"
Estados Unidos";"
725";"
Maquinaria de papel e celulose, máquinas de corte de papel e fabricação de artigos de papel, e suas partes";"2669766"
"
2024";"10. Outubro";"
Estados Unidos";"
726";"
Máquinas de impressão e encadernação e suas partes";"985958"
"
2024";"10. Outubro";"
Estados Unidos";"
727";"
Máquinas de processamento de alimentos (excluindo domésticas), e suas partes";"3075929"
"
2024";"10. Outubro";"
Estados Unidos";"
728";"
Outras máquinas e equipamentos especializados para determinadas indústrias e suas partes";"15857109"
"
2024";"10. Outubro";"
Estados Unidos";"
731";"
Maquinas que trabalham por eliminação de metal ou outro material";"1174896"
"
2024";"10. Outubro";"
Estados Unidos";"
733";"
Máquinas-ferramentas para trabalhar metais, carbonetos metálicos sinterizados ou ceramais, sem eliminação de matéria";"581443"
"
2024";"10. Outubro";"
Estados Unidos";"
735";"
Peças e acessórios destinados a máquinas e porta-ferramentas";"2176960"
"
2024";"10. Outubro";"
Estados Unidos";"
737";"
Máquinas para metalurgia (exceto máquinas-ferramentas) e suas partes";"2195815"
"
2024";"10. Outubro";"
Estados Unidos";"
741";"
Aquecimento e resfriamento de equipamentos e suas partes";"15124769"
"
2024";"10. Outubro";"
Estados Unidos";"
742";"
Bombas para líquidos, elevadores de líquidos e suas partes";"25567046"
"
2024";"10. Outubro";"
Estados Unidos";"
743";"
Bombas, centrífugas, compressores de ar, ventiladores, exaustores, aparelhos de filtrar ou depurar e suas partes";"39483574"
"
2024";"10. Outubro";"
Estados Unidos";"
744";"
Equipamento mecânico para manuseio, elevação, guinchos e suas partes";"6702299"
"
2024";"10. Outubro";"
Estados Unidos";"
745";"
Máquinas não elétricas, ferramentas e aparelhos mecânicos, e suas partes, n.e.p.";"9783218"
"
2024";"10. Outubro";"
Estados Unidos";"
746";"
Rolamentos de esferas ou de roletes ";"10485933"
"
2024";"10. Outubro";"
Estados Unidos";"
747";"
Torneiras, válvulas e dispositivos semelhantes para canalizações, caldeiras, reservatórios, cubas e outros recipientes";"44452131"
"
2024";"10. Outubro";"
Estados Unidos";"
748";"
Veios de transmissão e manivelas, engrenagens, rodas de fricção, volantes, polias, embreagens, elos articulados e suas partes";"39045955"
"
2024";"10. Outubro";"
Estados Unidos";"
749";"
Partes não elétricas e acessórios de máquinas";"4138444"
"
2024";"10. Outubro";"
Estados Unidos";"
751";"
Máquinas para escritórios";"3001755"
"
2024";"10. Outubro";"
Estados Unidos";"
752";"
Máquinas de processamento automático de dados e suas unidades, para registrar dados, leitores magnéticos ou óticos";"34696700"
"
2024";"10. Outubro";"
Estados Unidos";"
759";"
Peças e acessórios (exceto estojos, capas e semelhantes) para a máquinas de processamento de dados ou máquinas de escritórios";"885174"
"
2024";"10. Outubro";"
Estados Unidos";"
761";"
Monitores e projetores, aparelhos receptores de televisão, aparelhos de som para gravação ou reprodução";"708084"
"
2024";"10. Outubro";"
Estados Unidos";"
762";"
Aparelhos receptores de radiodifusão, mesmo combinados com aparelhos de reprodução ou gravação de som ou um relógio";"37430"
"
2024";"10. Outubro";"
Estados Unidos";"
763";"
Aparelhos de gravação de som ou de reprodução, gravação de vídeo ou de reprodução, mesmo incorporando um receptor de sinais de vídeo";"83165"
"
2024";"10. Outubro";"
Estados Unidos";"
764";"
Equipamentos de telecomunicações, incluindo peças e acessórios";"46246557"
"
2024";"10. Outubro";"
Estados Unidos";"
771";"
Máquinas de energia elétrica (exceto planta elétrica rotativa do grupo 716) e suas partes";"5813510"
"
2024";"10. Outubro";"
Estados Unidos";"
772";"
Aparelhos elétricos para ligação, proteção ou conexão de circuitos";"28491034"
"
2024";"10. Outubro";"
Estados Unidos";"
773";"
Equipamento para distribuição de energia elétrica";"10211762"
"
2024";"10. Outubro";"
Estados Unidos";"
774";"
Aparelho eletrodiagnósticos para usos medicinais, cirúrgicos, dentários ou veterinários, e aparelho radiológico";"13355216"
"
2024";"10. Outubro";"
Estados Unidos";"
775";"
Equipamentos elétricos e não elétricos de uso doméstico";"2004620"
"
2024";"10. Outubro";"
Estados Unidos";"
776";"
Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores";"6688596"
"
2024";"10. Outubro";"
Estados Unidos";"
778";"
Máquinas e aparelhos elétricos";"22987402"
"
2024";"10. Outubro";"
Estados Unidos";"
781";"
Veículos automóveis de passageiros";"3722224"
"
2024";"10. Outubro";"
Estados Unidos";"
782";"
Veículos automóveis para transporte de mercadorias e usos especiais";"21285611"
"
2024";"10. Outubro";"
Estados Unidos";"
784";"
Partes e acessórios dos veículos automotivos";"50074413"
"
2024";"10. Outubro";"
Estados Unidos";"
785";"
Motocicletas, bicicletas motorizadas ou não e veículos para inválidos";"2300057"
"
2024";"10. Outubro";"
Estados Unidos";"
786";"
Reboques e semi-reboques; outros veículos de propulsão não-mecânica; contentores de transporte especialmente concebidos e equipados";"273623"
"
2024";"10. Outubro";"
Estados Unidos";"
791";"
Veículos ferroviários e equipamentos associados";"6407592"
"
2024";"10. Outubro";"
Estados Unidos";"
792";"
Aeronaves e outros equipamentos, incluindo suas partes";"134526084"
"
2024";"10. Outubro";"
Estados Unidos";"
793c";"
Plataformas, embarcações e outras estruturas flutuantes";"483956"
"
2024";"10. Outubro";"
Estados Unidos";"
811";"
Construções pré-fabricadas";"430069"
"
2024";"10. Outubro";"
Estados Unidos";"
812";"
Equipamentos e acessórios sanitários, de canalização e aquecimento";"6587"
"
2024";"10. Outubro";"
Estados Unidos";"
813";"
Luminárias e acessórios";"1665003"
"
2024";"10. Outubro";"
Estados Unidos";"
821";"
Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"7800361"
"
2024";"10. Outubro";"
Estados Unidos";"
831";"
Malas, pastas, estojos e sacos de viagem; bolsas e artefatos semelhantes";"291879"
"
2024";"10. Outubro";"
Estados Unidos";"
841";"
Casacos masculinos ou infantis, capas, jaquetas, ternos, blazers, calças, shorts, camisas, roupas íntimas, roupa de dormir e artigos semelhantes de tecidos, exceto de malha (exceto os do subgrupo 845.2)";"89205"
"
2024";"10. Outubro";"
Estados Unidos";"
842";"
Casacos femininos e infantis, capas, jaquetas, ternos, calças, shorts, camisas, vestidos e saias, roupa interior, roupa de dormir e artigos semelhantes de tecidos, de malha (exceto os do subgrupo 845.2)";"12251"
"
2024";"10. Outubro";"
Estados Unidos";"
843";"
Casacos masculinos e infantis, capas, jaquetas, ternos, blazers, calças, shorts, camisas, roupa interior, vestuário e artigos semelhantes de tecidos, de malha";"18481"
"
2024";"10. Outubro";"
Estados Unidos";"
844";"
Casacos femininos e infantis, capas, jaquetas, ternos, calças, shorts, camisas, vestidos e saias, roupa interior, de dormir e artigos semelhantes de tecidos, de malha";"79148"
"
2024";"10. Outubro";"
Estados Unidos";"
845";"
Vestuário, de tecidos têxteis, mesmo de malha";"64701"
"
2024";"10. Outubro";"
Estados Unidos";"
846";"
Acessórios, de tecidos têxteis, mesmo de malha (exceto para bebês)";"2984"
"
2024";"10. Outubro";"
Estados Unidos";"
848";"
Artigos de vestuário e seus acessórios de outros tecidos, ou chapelaria de todos os materiais";"197103"
"
2024";"10. Outubro";"
Estados Unidos";"
851";"
Calçados";"51464"
"
2024";"10. Outubro";"
Estados Unidos";"
871";"
Instrumentos óticos e aparelhos";"572176"
"
2024";"10. Outubro";"
Estados Unidos";"
872";"
Instrumentos e aparelhos para usos medicinais, cirúrgicos, dentários ou veterinários";"27031131"
"
2024";"10. Outubro";"
Estados Unidos";"
873";"
Metros e contadores";"607354"
"
2024";"10. Outubro";"
Estados Unidos";"
874";"
Instrumentos e aparelhos de medição, verificação, análise e controle";"92602283"
"
2024";"10. Outubro";"
Estados Unidos";"
881";"
Aparelhos fotográficos e equipamentos";"11696"
"
2024";"10. Outubro";"
Estados Unidos";"
882c";"
Suprimentos fotográficos e cinematográficos";"3097396"
"
2024";"10. Outubro";"
Estados Unidos";"
884";"
Lentes e itens óticos";"1862707"
"
2024";"10. Outubro";"
Estados Unidos";"
885";"
Relógios";"56344"
"
2024";"10. Outubro";"
Estados Unidos";"
891";"
Armas e munições";"685094"
"
2024";"10. Outubro";"
Estados Unidos";"
892";"
Material impresso";"3161098"
"
2024";"10. Outubro";"
Estados Unidos";"
893";"
Outros artigos de plásticos";"15014935"
"
2024";"10. Outubro";"
Estados Unidos";"
894";"
Carrinhos de bebê, brinquedos, jogos e artigos esportivos";"1089077"
"
2024";"10. Outubro";"
Estados Unidos";"
895";"
Suprimentos de escritório e papelaria";"575236"
"
2024";"10. Outubro";"
Estados Unidos";"
896";"
Obras de arte, peças de coleção e antiguidades";"232760"
"
2024";"10. Outubro";"
Estados Unidos";"
897";"
Jóias, ourivesaria, seus artigos e outros artigos de matérias preciosas ou semipreciosas";"2482106"
"
2024";"10. Outubro";"
Estados Unidos";"
898";"
Instrumentos musicais e suas partes e acessórios, discos, fitas e outros suportes de som ou semelhantes";"2819131"
"
2024";"10. Outubro";"
Estados Unidos";"
899";"
Outros artigos manufaturados diversos,";"19156206"
"
2024";"10. Outubro";"
Estados Unidos";"
971";"
Ouro, não monetário (excluindo minérios de ouro e seus concentrados)";"493084"
"
2024";"09. Setembro";"
Estados Unidos";"
001";"
Animais vivos, não incluído pescados ou crustáceos";"263610"
"
2024";"09. Setembro";"
Estados Unidos";"
022";"
Leite, creme de leite e laticínios, exceto manteiga ou queijo";"1066767"
"
2024";"09. Setembro";"
Estados Unidos";"
025";"
Ovos de aves, gemas de ovos, frescos, desidratados ou preservados, adoçados ou não, e derivados";"6482190"
"
2024";"09. Setembro";"
Estados Unidos";"
034a";"
Pescado inteiro vivo, morto ou refrigerado";"509"
"
2024";"09. Setembro";"
Estados Unidos";"
034c";"
Filés ou outras carnes de peixes congelados, frescos ou refrigerados";"49589"
"
2024";"09. Setembro";"
Estados Unidos";"
037";"
Outros pescado, crustáceos, moluscos, preparados ou preservados";"49841"
"
2024";"09. Setembro";"
Estados Unidos";"
041";"
Trigo e centeio, não moídos";"7433873"
"
2024";"09. Setembro";"
Estados Unidos";"
044";"
Milho não moído, exceto milho doce";"7240"
"
2024";"09. Setembro";"
Estados Unidos";"
045";"
Centeio, aveia e outros cereais, não moídos";"38225"
"
2024";"09. Setembro";"
Estados Unidos";"
047";"
Ração ou farinha de outros cereais";"27937"
"
2024";"09. Setembro";"
Estados Unidos";"
048";"
Preparações e cereais, de farinhas, ou amido de frutas ou vegetais";"144605"
"
2024";"09. Setembro";"
Estados Unidos";"
054a";"
Produtos hortícolas, frescos ou refrigerados";"1445884"
"
2024";"09. Setembro";"
Estados Unidos";"
056";"
Legumes, raízes e tubérculos, preparados ou conservados";"1129351"
"
2024";"09. Setembro";"
Estados Unidos";"
057";"
Frutas e nozes não oleaginosas, frescas ou secas";"3519430"
"
2024";"09. Setembro";"
Estados Unidos";"
058";"
Frutas, preservados e preparações (exceto sucos de frutas)";"745500"
"
2024";"09. Setembro";"
Estados Unidos";"
059";"
Sucos de frutas ou de vegetais";"120326"
"
2024";"09. Setembro";"
Estados Unidos";"
061c";"
Açúcares e melaços";"1582573"
"
2024";"09. Setembro";"
Estados Unidos";"
062";"
Artigos de confeitaria";"29426"
"
2024";"09. Setembro";"
Estados Unidos";"
071c";"
Café torrado, extratos, essências e concentrados de café";"202071"
"
2024";"09. Setembro";"
Estados Unidos";"
072c";"
Cacau em pó, manteiga ou pasta de cacau";"63405"
"
2024";"09. Setembro";"
Estados Unidos";"
073";"
Chocolate e outras preparações alimentícias contendo cacau";"585586"
"
2024";"09. Setembro";"
Estados Unidos";"
074a";"
Mate, extrato, essência e concentrado";"215771"
"
2024";"09. Setembro";"
Estados Unidos";"
074c";"
Chá, mesmo aromatizado";"65863"
"
2024";"09. Setembro";"
Estados Unidos";"
075";"
Especiarias";"34826"
"
2024";"09. Setembro";"
Estados Unidos";"
081c";"
Farelos de soja e outros alimentos para animais (excluídos cereais não moídos), farinhas de carnes e outros animais";"7935779"
"
2024";"09. Setembro";"
Estados Unidos";"
081d";"
Resíduos vegetais, feno, forragens e outros farelos";"3900"
"
2024";"09. Setembro";"
Estados Unidos";"
091";"
Margarina e reduções";"117906"
"
2024";"09. Setembro";"
Estados Unidos";"
098";"
Outros produtos comestíveis e preparações";"5454695"
"
2024";"09. Setembro";"
Estados Unidos";"
112";"
Bebidas alcoólicas";"4426974"
"
2024";"09. Setembro";"
Estados Unidos";"
121d";"
Desperdícios de tabaco";"206"
"
2024";"09. Setembro";"
Estados Unidos";"
122";"
Charutos, cigarros e outros produtos de tabaco";"3669"
"
2024";"09. Setembro";"
Estados Unidos";"
211c";"
Couros e peles em bruto";"2210859"
"
2024";"09. Setembro";"
Estados Unidos";"
222a2";"
Sementes oleaginosas de girassol, gergelim, canola, algodão e outras";"3224"
"
2024";"09. Setembro";"
Estados Unidos";"
223a";"
Outras sementes oleaginosas de copra ou linhaça";"27742"
"
2024";"09. Setembro";"
Estados Unidos";"
232c";"
Borrachas sintéticas";"20748745"
"
2024";"09. Setembro";"
Estados Unidos";"
232d";"
Desperdícios e resíduo de borrachas";"334326"
"
2024";"09. Setembro";"
Estados Unidos";"
246c";"
Madeira em estilhas ou partículas";"49059"
"
2024";"09. Setembro";"
Estados Unidos";"
248";"
Madeira, parcialmente trabalhada e dormentes de madeira";"1678882"
"
2024";"09. Setembro";"
Estados Unidos";"
251c";"
Celulose";"7134216"
"
2024";"09. Setembro";"
Estados Unidos";"
251d";"
Desperdícios e resíduos de papel";"781546"
"
2024";"09. Setembro";"
Estados Unidos";"
263a";"
Algodão em bruto";"202832"
"
2024";"09. Setembro";"
Estados Unidos";"
263d";"
Desperdícios de algodão";"52534"
"
2024";"09. Setembro";"
Estados Unidos";"
266";"
Fibras sintéticas adequadas para a fiação";"580194"
"
2024";"09. Setembro";"
Estados Unidos";"
267c";"
Fibras artificiais adequadas para fiação";"299"
"
2024";"09. Setembro";"
Estados Unidos";"
272b";"
Fertilizantes brutos (exceto adubos)";"171160"
"
2024";"09. Setembro";"
Estados Unidos";"
272c";"
Nitrato de sódio";"12800"
"
2024";"09. Setembro";"
Estados Unidos";"
273";"
Pedra, areia e cascalho";"33993"
"
2024";"09. Setembro";"
Estados Unidos";"
274c";"
Enxofre";"12677357"
"
2024";"09. Setembro";"
Estados Unidos";"
277c";"
Outros abrasivos naturais";"34416"
"
2024";"09. Setembro";"
Estados Unidos";"
278b";"
Outros minerais em bruto";"2662005"
"
2024";"09. Setembro";"
Estados Unidos";"
281b";"
Minério de ferro e seus concentrados";"129"
"
2024";"09. Setembro";"
Estados Unidos";"
282";"
Resíduos e sucata de metais ferrosos";"16953"
"
2024";"09. Setembro";"
Estados Unidos";"
285c";"
Alumina (óxido de alumínio), exceto corindo artificial";"482289"
"
2024";"09. Setembro";"
Estados Unidos";"
287";"
Outros minérios e concentrados dos metais de base";"1563880"
"
2024";"09. Setembro";"
Estados Unidos";"
288";"
Resíduos de metais de base não ferrosos e de sucata";"311203"
"
2024";"09. Setembro";"
Estados Unidos";"
291c";"
Matérias brutas de animais";"5684544"
"
2024";"09. Setembro";"
Estados Unidos";"
292a";"
Matérias vegetais em bruto";"465773"
"
2024";"09. Setembro";"
Estados Unidos";"
292c";"
Outras matérias de origem vegetal";"3702241"
"
2024";"09. Setembro";"
Estados Unidos";"
321";"
Carvão, mesmo em pó, mas não aglomerado";"111730314"
"
2024";"09. Setembro";"
Estados Unidos";"
322b";"
Linhita e turfa";"14814"
"
2024";"09. Setembro";"
Estados Unidos";"
333";"
Óleos brutos de petróleo ou de minerais betuminosos, crus";"100840789"
"
2024";"09. Setembro";"
Estados Unidos";"
334c";"
Óleos combustíveis de petróleo ou de minerais betuminosos (exceto óleos brutos)";"416067314"
"
2024";"09. Setembro";"
Estados Unidos";"
335";"
Produtos residuais de petróleo e materiais relacionados";"51562373"
"
2024";"09. Setembro";"
Estados Unidos";"
342";"
Propano e butano liquefeito";"73146557"
"
2024";"09. Setembro";"
Estados Unidos";"
343";"
Gás natural, liquefeito ou não";"274575021"
"
2024";"09. Setembro";"
Estados Unidos";"
344";"
Gás de petróleo e outros hidrocarbonetos gasosos";"1331219"
"
2024";"09. Setembro";"
Estados Unidos";"
411";"
Óleos e gorduras animais";"205361"
"
2024";"09. Setembro";"
Estados Unidos";"
421";"
Gorduras e óleos vegetais, ""soft"", bruto, refinado ou fracionado";"66196"
"
2024";"09. Setembro";"
Estados Unidos";"
422";"
Gorduras e óleos vegetais, em bruto, refinados ou fracionados (excluídos ""soft"")";"106774"
"
2024";"09. Setembro";"
Estados Unidos";"
431";"
Outras gorduras e óleos animais ou vegetais, processados, ceras, misturas ou preparações não alimentícias";"466905"
"
2024";"09. Setembro";"
Estados Unidos";"
511";"
Outros hidrocarbonetos e seus derivados halogenados, sulfonados, nitrados ou nitrosados";"25582282"
"
2024";"09. Setembro";"
Estados Unidos";"
512";"
Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados";"38821592"
"
2024";"09. Setembro";"
Estados Unidos";"
513";"
Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados";"19095967"
"
2024";"09. Setembro";"
Estados Unidos";"
514";"
Compostos de função nitrogênio";"15814522"
"
2024";"09. Setembro";"
Estados Unidos";"
515";"
Compostos organo-inorgânicos, compostos heterocíclicos, ácidos nucléicos e seus sais, e sulfonamidas";"55633406"
"
2024";"09. Setembro";"
Estados Unidos";"
516";"
Outros produtos químicos orgânicos";"14799228"
"
2024";"09. Setembro";"
Estados Unidos";"
522";"
Elementos químicos inorgânicos, óxidos e sais de halogêneos";"49466071"
"
2024";"09. Setembro";"
Estados Unidos";"
523";"
Sais e peroxossais, de ácidos inorgânicos e metais";"10937169"
"
2024";"09. Setembro";"
Estados Unidos";"
524";"
Outros produtos químicos inorgânicos; compostos orgânicos e inorgânicos de metais preciosos";"432943"
"
2024";"09. Setembro";"
Estados Unidos";"
525";"
Materiais radioativos e associados";"328425"
"
2024";"09. Setembro";"
Estados Unidos";"
531";"
Matérias corantes sintéticas e lacas corantes e suas preparações ";"2053728"
"
2024";"09. Setembro";"
Estados Unidos";"
532";"
Extratos para tingimento e curtimento e materiais sintéticos de bronzeamento";"754806"
"
2024";"09. Setembro";"
Estados Unidos";"
533";"
Pigmentos, tintas, vernizes e materiais relacionados";"12905528"
"
2024";"09. Setembro";"
Estados Unidos";"
541";"
Medicamentos e produtos farmacêuticos, exceto veterinários";"71260821"
"
2024";"09. Setembro";"
Estados Unidos";"
542";"
Outros medicamentos, incluindo veterinários";"71760769"
"
2024";"09. Setembro";"
Estados Unidos";"
551";"
Óleos essenciais, matérias de perfume e sabor ";"11172914"
"
2024";"09. Setembro";"
Estados Unidos";"
553";"
Produtos de perfumaria ou de toucador, exceto sabonetes";"3970916"
"
2024";"09. Setembro";"
Estados Unidos";"
554";"
Sabão, preparações de limpeza e de polimento";"12741675"
"
2024";"09. Setembro";"
Estados Unidos";"
562";"
Adubos ou fertilizantes químicos (exceto fertilizantes brutos)";"108953992"
"
2024";"09. Setembro";"
Estados Unidos";"
571";"
Polímeros de etileno, em formas primárias";"135088403"
"
2024";"09. Setembro";"
Estados Unidos";"
572";"
Polímeros de estireno, em formas primárias";"1271915"
"
2024";"09. Setembro";"
Estados Unidos";"
573";"
Polímeros de cloreto de vinila ou de outras olefinas halogenadas, em formas primárias";"11305224"
"
2024";"09. Setembro";"
Estados Unidos";"
574";"
Poliacetais, outros poliéteres e resinas epóxidas; policarbonatos, resinas alquídicas e outros poliésteres; em formas primárias";"15930231"
"
2024";"09. Setembro";"
Estados Unidos";"
575";"
Outras matérias plásticas em formas primárias";"45969136"
"
2024";"09. Setembro";"
Estados Unidos";"
579";"
Desperdícios, resíduos e aparas de plásticos";"20886"
"
2024";"09. Setembro";"
Estados Unidos";"
581";"
Tubos, canos e mangueiras, e seus acessórios, de matérias plásticas";"4885601"
"
2024";"09. Setembro";"
Estados Unidos";"
582";"
Chapas, folhas, películas, tiras e lâminas, de plásticos";"14563431"
"
2024";"09. Setembro";"
Estados Unidos";"
583";"
Monofilamentos (corte superior a 1 mm), varas, bastões e perfis, mesmo trabalhados à superfície, mas sem qualquer outro trabalho, de plásticos";"133154"
"
2024";"09. Setembro";"
Estados Unidos";"
591";"
Inseticidas, rodenticidas, fungicidas, herbicidas, reguladores de crescimento para plantas, desinfetantes e semelhantes";"76961276"
"
2024";"09. Setembro";"
Estados Unidos";"
592";"
Amidos, inulina e glúten de trigo, matérias albuminóides, colas";"11238463"
"
2024";"09. Setembro";"
Estados Unidos";"
593";"
Explosivos e produtos pirotécnicos";"1706301"
"
2024";"09. Setembro";"
Estados Unidos";"
597";"
Preparações lubrificantes, aditivos para óleos minerais e similares, líquidos de transmissões hidráulicas, preparações anticongelantes";"23418412"
"
2024";"09. Setembro";"
Estados Unidos";"
598";"
Outros produtos diversos das indústrias químicas";"37821839"
"
2024";"09. Setembro";"
Estados Unidos";"
611";"
Couro";"960085"
"
2024";"09. Setembro";"
Estados Unidos";"
612";"
Selas e arreios";"96898"
"
2024";"09. Setembro";"
Estados Unidos";"
621";"
Materiais de borracha (pastas, chapas, folhas, hastes, fios, tubos de borracha e outros)";"7101719"
"
2024";"09. Setembro";"
Estados Unidos";"
625";"
Pneus de borracha, bandas de rodagem intercambiáveis, flaps e câmaras de ar para rodas ";"9136934"
"
2024";"09. Setembro";"
Estados Unidos";"
629";"
Outros artigos de borracha";"13215221"
"
2024";"09. Setembro";"
Estados Unidos";"
633";"
Manufaturas de cortiça ";"30570"
"
2024";"09. Setembro";"
Estados Unidos";"
634";"
Folheados, contraplacados, aglomerados, e outras madeiras, trabalhados";"633829"
"
2024";"09. Setembro";"
Estados Unidos";"
635";"
Manufaturas de madeira";"88240"
"
2024";"09. Setembro";"
Estados Unidos";"
641";"
Papel e cartão";"4729044"
"
2024";"09. Setembro";"
Estados Unidos";"
642";"
Papel e cartão, cortados em forma, e artigos de papel ou cartão";"2100225"
